title,author,date,lure,link
Some Assembly Required: Conflating story content and MMORPGs,Jef Reahard,08.30.2013,"I mean, really, my initial response to the ""since when"" bit was ""since you decided to play an... ",https://search.engadget.com/click/_ylt=AwrEpgIFje1jaHQSy9R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-30-some-assembly-required-conflating-story-content-and-mmorpgs.html/RK=2/RS=FOwZLGnpHFBP8v3iXJDFEan0mB4-
PSA: SimCity now available on Mac,Earnest Cavalli,08.29.2013,"Five months after SimCity made its debut on Windows platforms, EA's latest city-building simulator... ",https://search.engadget.com/click/_ylt=AwrEpgIFje1jaHQSzdR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-29-psa-simcity-now-available-on-mac.html/RK=2/RS=CzpjJwaRCIrA29HbySCEAL7nDmw-
SimCity on Mac is 'totally unplayable' (Updated),Mike Wehner,08.29.2013,"Update #2: EA has further commented on the launch day woes, insisting that the installation issues... ",https://search.engadget.com/click/_ylt=AwrEpgIFje1jaHQSz9R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-29-simcity-on-mac-is-totally-unplayable.html/RK=2/RS=DD90xl6etaMl_xvQAjttL3423cQ-
Hyperspace Beacon: Winning at SWTOR's free-to-play,Larry Everett,08.27.2013,If you already have a preconceived notion that the free-to-play model in Star Wars: The Old Republic... ,https://search.engadget.com/click/_ylt=AwrEpgIFje1jaHQS0dR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-27-hyperspace-beacon-winning-at-swtors-free-to-play.html/RK=2/RS=JuZnVwt9naBHZjaG6887CHJ7nMc-
Madden NFL 25 for iOS available now as a free download,Edgar Alvarez,08.27.2013,EA's kicking off its free-to-play mobile strategy with an iOS version of the much-anticipated Madden... ,https://search.engadget.com/click/_ylt=AwrEpgIFje1jaHQS09R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-27-madden-nfl-25-for-ios.html/RK=2/RS=yhUHCx662W34RwEJqFPePcXZgqQ-
SWTOR site teases The Dread War update,Shawn Schuster,08.27.2013,"The Dread War is coming to Star Wars: The Old Republic with Game Update 2.4, bringing with it new... ",https://search.engadget.com/click/_ylt=AwrEpgIFje1jaHQS1dR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-27-swtor-site-teases-the-dread-war-update.html/RK=2/RS=QadOhfcLMzoNkglSqfz9Qy6vCuU-
Get a head start on your FIFA 14 Ultimate Team on September 15,Mike Suszek,08.24.2013,"According to a tweet issued by EA Sports' official FIFA Twitter account, early access for FIFA 14's... ",https://search.engadget.com/click/_ylt=AwrJ.IkFje1jr2oTx2R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-24-get-a-head-start-on-your-fifa-14-ultimate-team-on-september-15.html/RK=2/RS=UU4yMhMdH2V5cVT4pLV8.L1aFyM-
"Peggle 2 gets animated masters, new abilities",Xav de Matos,08.23.2013,"Speaking with GameInformer, Lead Producer Jared Neuss revealed some of the changes the game will see... ",https://search.engadget.com/click/_ylt=AwrJ.IkFje1jr2oTyWR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-23-peggle-2-gets-animated-masters-new-abilities.html/RK=2/RS=mwQp4sZV4BhXvL9mtQ2nP0FFJbQ-
Gamescom 2013: Dewback mounts spotted in SWTOR cantina tour files,Jef Reahard,08.23.2013,"BioWare's latest Star Wars: The Old Republic cantina tour descended on Gamescom this week, bringing... ",https://search.engadget.com/click/_ylt=AwrJ.IkFje1jr2oTy2R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-23-gamescom-2013-dewback-mounts-spotted-in-swtor-cantina-tour-file.html/RK=2/RS=9BfnXvrK2VZYP9aiNkItlipNAPs-
Command & Conquer's live service designed for 10-year support plan,Mike Suszek,08.23.2013,"Victory Games believes it has the tech in place to support Command & Conquer for ten years,... ",https://search.engadget.com/click/_ylt=AwrJ.IkFje1jr2oTzWR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-23-command-and-conquers-live-service-designed-for-10-year-support-pl.html/RK=2/RS=909Qy06N8_3qB05L5Df.VwkbGv8-
Origin Bundle is the biggest seller in Humble Bundle's history,Danny Cowan,08.23.2013,"img alt=""Origin Bundle is the biggest seller in Humble Bundle's history"" class=""hidden""... ",https://search.engadget.com/click/_ylt=AwrJ.IkFje1jr2oTz2R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-23-origin-bundle-is-the-biggest-seller-in-humble-bundles-history.html/RK=2/RS=8M1vf_31ik5MvxJ493T0Qbku_I0-
Co-Opinion: Titanfall,Richard Mitchell,08.22.2013,"Richard Mitchell: So, Alexander and I got to play the PC version of Respawn Entertainment's... ",https://search.engadget.com/click/_ylt=AwrJ.IkFje1jr2oT0WR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-22-titanfall-preview-xbox-one-pc-gamescom.html/RK=2/RS=PPWT08YsfA.D25KtqMR0oh4yzO8-
Here's the full player ratings list for Madden 25,Mike Suszek,08.22.2013,"EA Tiburon's player ratings list for Madden 25, at least as it stands for preseason football before... ",https://search.engadget.com/click/_ylt=AwrJ.IkFje1jr2oT02R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-22-heres-the-full-player-ratings-list-for-madden-25.html/RK=2/RS=HaUoqRfuApjX_MWY5VTYfQ.rDOk-
Plants vs. Zombies: Garden Warfare growing to other platforms,Richard Mitchell,08.22.2013,"br>Plants vs. Zombies: Garden Warfare will sprout first on Xbox One and Xbox 360, as Microsoft was... ",https://search.engadget.com/click/_ylt=AwrJ.IkFje1jr2oT1WR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-22-plants-vs-zombies-garden-warfare-growing-to-other-platforms.html/RK=2/RS=O4japvVNPCpvfr9aMWxZj4GDCT0-
EA's Origin service now allows returns,Alexander Sliwinski,08.21.2013,"Electronic Arts' digital distribution portal Origin will now support a limited ""Great Game... ",https://search.engadget.com/click/_ylt=AwrJ.IkFje1jr2oT12R8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-21-eas-origin-service-now-allows-returns.html/RK=2/RS=TJd1U1gYnu2kVtG_s4D964Efs.M-
Peggle 2 trailer and screens are head-banging,Mike Suszek,08.21.2013,"These screens and trailer for Peggle 2 show snippets of colorful gameplay, the same kind we've come... ",https://search.engadget.com/click/_ylt=AwrJ.IkFje1jr2oT2WR8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541317/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-21-peggle-2-trailer-and-screens-are-head-banging.html/RK=2/RS=0Bnlv3fGbII6b2CSYXGwg5EINz8-
Hyperspace Beacon: Six misconceptions about SWTOR free-to-play,Larry Everett,08.20.2013,"I am not an apologist for the Star Wars: The Old Republic free-to-play model, but many people... ",https://search.engadget.com/click/_ylt=AwrFeCwGje1jH00TMoF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-20-hyperspace-beacon-six-misconceptions-about-swtor-free-to-play.html/RK=2/RS=_6990Ku3aWQ2TgzM5bFatiPaVno-
FIFA 14 getting legendary players for Ultimate Team on Microsoft consoles,Mike Suszek,08.20.2013,FIFA 14 will include legendary players from the sport's history in its ever-popular Ultimate Team... ,https://search.engadget.com/click/_ylt=AwrFeCwGje1jH00TNIF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-20-fifa-14-getting-legendary-players-for-ultimate-team-on-microsoft.html/RK=2/RS=8eFczo91vei6bKVfiWpJI3Dql7s-
"Mobile versions of FIFA 14 will be free to play, console demos arriving September 10 [Update:...",Mike Suszek,08.20.2013,"The mobile version of FIFA 14 will be free to play, EA announced during its Gamescom press event... ",https://search.engadget.com/click/_ylt=AwrFeCwGje1jH00TNoF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-20-mobile-versions-of-fifa-14-will-be-free-to-play-console-demos-a.html/RK=2/RS=AodiZESy7UuWv8rlC3KXcAnWktU-
"Plants vs Zombies 2 opens with 16 million downloads, 'Far Future' update planned",Mike Suszek,08.20.2013,"EA's Gamescom press conference in Cologne, Germany yielded interesting stats about Plants vs Zombies... ",https://search.engadget.com/click/_ylt=AwrFeCwGje1jH00TOIF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-20-plants-vs-zombies-2-opens-with-16-million-downloads-far-future.html/RK=2/RS=.srRqlSL1ZY9k9O2f3fvTCYxPTg-
Watch EA's Gamescom conference live right here [It's over!],Mike Suszek,08.20.2013,"EA's press conference in Cologne, Germany for Gamescom will be live in mere moments. Not only can you watch it right here, but we have a liveblog set up to track every little word uttered by Andrew Wilson. Watch with us as games such as Battlefield 4, Need For Speed Rivals, Plants vs. Zombies Garden... ",https://search.engadget.com/click/_ylt=AwrFeCwGje1jH00TOoF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-20-watch-eas-gamescom-conference-live-right-here.html/RK=2/RS=DbzwejGZoylIPc7b7vovktW9Jy8-
"Get your Electronic Arts and Sony PlayStation liveblogs here today, live from Germany",Joseph Volpe,08.20.2013,"Haven't got your fill of all things next generation? Well, stay tuned because Gamescom 2013 promises... ",https://search.engadget.com/click/_ylt=AwrFeCwGje1jH00TO4F8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-20-gamescom-2013-liveblogs.html/RK=2/RS=VFP49nkXmwJZulw3VRTELNMnINk-
All Xbox One pre-orders in Europe get FIFA 14,Richard Mitchell,08.20.2013,"At Microsoft's Gamescom showcase, it was revealed that all European Xbox One pre-orders will receive... ",https://search.engadget.com/click/_ylt=AwrFeCwGje1jH00TPYF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-20-all-xbox-one-pre-orders-in-europe-get-fifa-14.html/RK=2/RS=NKKoy.ik4uvYkKkLAxBrPe.OigU-
EA announces free-to-play Heroes of Dragon Age for mobile,Mike Suszek,08.19.2013,"EA announced Heroes of Dragon Age for mobile devices today. Developed by EA Capital Games, the... ",https://search.engadget.com/click/_ylt=AwrFeCwGje1jH00TP4F8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-19-ea-announces-free-to-play-heroes-of-dragon-age-for-mobile.html/RK=2/RS=Vh9CHfpeqF_TaK_3Gk6eCvWDzmE-
SWTOR's 2.4 PTS patch notes highlighted by PvP tweaks,Jef Reahard,08.18.2013,"We say ""preliminary"" due to the bold, red-letter font that BioWare uses to remind players of the... ",https://search.engadget.com/click/_ylt=AwrFeCwGje1jH00TQYF8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-18-swtors-2-4-pts-patch-notes-highlighted-by-pvp-tweaks.html/RK=2/RS=KXsZvb.wF0UhcJaZjg2mWD2eNGk-
EA settles Battlefield 3 and Textron helicopter lawsuit,Jordan Mallory,08.16.2013,"Electronic Arts has settled a lawsuit between itself and industrial conglomerate Textron, concerning... ",https://search.engadget.com/click/_ylt=AwrFeCwGje1jH00TQ4F8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-16-ea-settles-battlefield-3-and-textron-helicopter-lawsuit.html/RK=2/RS=pi68phL_B2TYxrfIEHWsQfPwrQk-
"Aaron Rodgers, Adrian Peterson top Madden 25's players on offense",Mike Suszek,08.16.2013,"EA kicked off its Madden 25 player ratings reveal this week, issuing a single trailer to cover the... ",https://search.engadget.com/click/_ylt=AwrEpgIGje1ja0wTv6B8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-16-aaron-rodgers-adrian-peterson-top-madden-25s-players-on-offens.html/RK=2/RS=dBJw8LFQDJp711RqFbRnsTLtons-
Dragon Age: Inquisition delay brings back multiple playable races,Mike Suszek,08.15.2013,"""Because we moved the [release] date, we were able to bring it back,"" Executive Producer Mark Darrah... ",https://search.engadget.com/click/_ylt=AwrEpgIGje1ja0wTwaB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-15-dragon-age-inquisition-delay-brings-back-multiple-playable-race.html/RK=2/RS=kP3.ftiM7PG2APpjpIbIkKCNCbI-
"Humble Origin Bundle launches with Dead Space 3, BF3, Burnout Paradise Ultimate, Mirror's Edge and...",Jordan Mallory,08.14.2013,"Huh, well would you look at that! It's a Humble Bundle, only it's made entirely out of EA games.... ",https://search.engadget.com/click/_ylt=AwrEpgIGje1ja0wTw6B8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-14-humble-origin-bundle-launches-with-dead-space-3-bf3-burnout-pa.html/RK=2/RS=d8MUp99OWJMlZ8Y3dJK0VkzWWQY-
Step into the arena of Star Wars: The Old Republic,Eliot Lefebvre,08.14.2013,Each of the warzone maps in Star Wars: The Old Republic has the same basic focus: Clear the... ,https://search.engadget.com/click/_ylt=AwrEpgIGje1ja0wTxaB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-14-step-into-the-arena-of-star-wars-the-old-republic.html/RK=2/RS=sjqiXoAal0AkxX1ExFlKAY_kUew-
"Hyperspace Beacon: SWTOR Czerka dailies, the F2P experiment, and sitting in chairs",Larry Everett,08.13.2013,When are you going to finish the free-to-play experiment? I have been a proponent of these dailies... ,https://search.engadget.com/click/_ylt=AwrEpgIGje1ja0wTx6B8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-13-hyperspace-beacon-swtor-nuna-nuggets-from-czerka-dailies-the-f.html/RK=2/RS=oxTG39.IqbCmeV0zHFji5OA82SQ-
One Shots: Slice 'n' dice,Justin Olivetti,08.11.2013,It's OK; we've got plenty of awesome screenshots after the jump that you can take and use their... ,https://search.engadget.com/click/_ylt=AwrEpgIGje1ja0wTyaB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-11-one-shots-slice-n-dice.html/RK=2/RS=ZyB1Ifkxf838LBxbU7XLAA_TRmU-
SWTOR update 2.4 preview from Chicago cantina tour,Larry Everett,08.10.2013,"If you are on the SWTOR mailing list, then you saw the teaser about the new Varactyl mount coming... ",https://search.engadget.com/click/_ylt=AwrEpgIGje1ja0wTy6B8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-10-swtor-update-2-4-preview-from-chicago-cantina-tour.html/RK=2/RS=plVqobephnIa3iXs2dZ7vYAWOUI-
SWTOR 2.3: BioWare shows off palette upgrade,Mike Foster,08.08.2013,The latest Star Wars: The Old Republic dev blog is something tech geeks and film nerds may find... ,https://search.engadget.com/click/_ylt=AwrEpgIGje1ja0wTzaB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-08-swtor-2-3-bioware-shows-off-palette-upgrade.html/RK=2/RS=yGt9U2n87zsC9d8ipk6OQz9G75w-
Ultima Forever arrives on iOS,Justin Olivetti,08.08.2013,"Avatar! Get out of bed, put on some clean underwear, and leave a note for your mom -- there's... ",https://search.engadget.com/click/_ylt=AwrEpgIGje1ja0wTz6B8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-08-ultima-forever-arrives-on-ios.html/RK=2/RS=rH5mn03tQaXndhHFlDVbaddt4SY-
Massively does Geek Week: Take a scenic tour of SWTOR,Larry Everett,08.08.2013,"As MMO players, we know all about being geeks; we're the geekiest video gamers around! Join in the... ",https://search.engadget.com/click/_ylt=AwrEpgIGje1ja0wT0aB8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541318/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-08-massively-does-geek-week-take-a-scenic-tour-of-star-wars-the-o.html/RK=2/RS=uZWvu_avcXqret9gzQhzTfTIB3g-
SWTOR's Titans of Industry patch now live,Jef Reahard,08.06.2013,Star Wars: The Old Republic's latest patch day has brought us Game Update 2.3. Better known as... ,https://search.engadget.com/click/_ylt=AwrFCSwHje1jszIAY4p8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541319/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-06-swtors-titans-of-industry-patch-now-live.html/RK=2/RS=eesM2go6fkiIvCIiEp4lZIdxRQQ-
Hyperspace Beacon: Five quick and dirty tips for SWTOR update 2.3,Larry Everett,08.06.2013,"BioWare calls Update 2.3 Titans of Industry; I call it Czerka, Czerka, Czerka. Disclaimer: These... ",https://search.engadget.com/click/_ylt=AwrFCSwHje1jszIAZYp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541319/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-06-hyperspace-beacon-five-quick-and-dirty-tips-for-swtor-update-2.html/RK=2/RS=eVjMnIyFM_CWm4qOFDrnkvsjt4c-
The Soapbox: Community or comments,Mike Foster,08.06.2013,"Any news item, editorial, hands-on, review, or general pile of text dedicated to a few key games --... ",https://search.engadget.com/click/_ylt=AwrFCSwHje1jszIAZ4p8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541319/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-06-the-soapbox-community-or-comments.html/RK=2/RS=9ysRnjMPqHNAJJmd3t4nwjRrMkY-
SimCity finally coming to Mac on Aug 29,Steven Sande,08.05.2013,You're finally going to have a version of SimCity that will run natively on your favorite computer.... ,https://search.engadget.com/click/_ylt=AwrFCSwHje1jszIAaYp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541319/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-05-simcity-finally-coming-to-mac-in-aug-29.html/RK=2/RS=y7fv6B7dSa7LQxvEwraC5iX5NEY-
Madden's All-25 team led by Michael Vick,Mike Suszek,08.05.2013,Madden 25's special team comprised of all-time greats from the series will be led by Philadelphia... ,https://search.engadget.com/click/_ylt=AwrFCSwHje1jszIAa4p8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541319/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-05-maddens-all-25-team-led-by-michael-vick.html/RK=2/RS=Y2t4JCEMJXYhq1ICp9MSIArkWPU-
Improved stick skills shown off in NHL 14 trailer,Mike Suszek,08.03.2013,This trailer for NHL 14 shows the improvements EA Canada has planned for the series in the stick... ,https://search.engadget.com/click/_ylt=AwrFCSwHje1jszIAbYp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541319/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-03-improved-stick-skills-shown-off-in-nhl-14-trailer.html/RK=2/RS=PrXkcf8O5bhKqaeJe3QL1XQbozA-
How to claim your Ewok companion in SWTOR,Jef Reahard,08.01.2013,"a href=""http://massively.joystiq.com/tag/bioware"">BioWare has put together a blog post detailing how... ",https://search.engadget.com/click/_ylt=AwrFCSwHje1jszIAb4p8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541319/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-08-01-how-to-claim-your-ewok-companion-in-swtor.html/RK=2/RS=mxAbaN_BL.9q5hcVkv1jBN2RD1E-
EA and NCAA's appeal rejected in likeness lawsuit,Mike Suszek,07.31.2013,The Ninth Circuit Court of Appeals has rejected an appeal by EA and NCAA that college athletes'... ,https://search.engadget.com/click/_ylt=AwrFCSwHje1jszIAcYp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541319/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-07-31-ea-and-ncaas-appeal-rejected-in-likeness-lawsuit.html/RK=2/RS=han9vEGRtr.O8N9gZsNzTHkIa2U-
"EA inks exclusive deal with Barcelona for FIFA, PES gets Argentinian teams",Mike Suszek,07.31.2013,"When you think about soccer, FC Barcelona is one of the teams that likely comes to mind, especially... ",https://search.engadget.com/click/_ylt=AwrFCSwHje1jszIAc4p8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541319/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-07-31-ea-inks-exclusive-deal-with-barcelona-for-fifa-pes-gets-argenti.html/RK=2/RS=YfmgSB4ykd1iLaL9oHeYVeAZD7w-
Hyperspace Beacon: SWTOR PvP solutions,Larry Everett,07.30.2013,I also admit that I believe that BioWare is trying to change the face of PvP in Star Wars: The Old... ,https://search.engadget.com/click/_ylt=AwrFCSwHje1jszIAdYp8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541319/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-07-30-hyperspace-beacon-swtor-pvp-solutions.html/RK=2/RS=rypDfzu.zdGEPoNpmngG8oXKG4U-
Madden 25 features All-25 dream team coached by Madden,Mike Suszek,07.30.2013,"Of course, the team wouldn't be complete without the game's namesake, John Madden, as its head... ",https://search.engadget.com/click/_ylt=AwrFQJwHje1jdEQTqRl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541320/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-07-30-madden-25-features-all-25-dream-team-coached-by-madden-includes.html/RK=2/RS=_PNiZrj5V_p_J9Y4xWi7w2Rjq2c-
The Daily Grind: How long do you wait before kicking an AFK group mate?,Jef Reahard,07.29.2013,"Yesterday whilst playing Star Wars: The Old Republic, I queued for a pickup group flashpoint to try... ",https://search.engadget.com/click/_ylt=AwrFQJwHje1jdEQTqxl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541320/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-07-29-the-daily-grind-how-long-do-you-wait-before-kicking-an-afk-grou.html/RK=2/RS=UVFZCyzm.LZm__s7q7WWMSsF76A-
Disney registers some Star Wars Attack Squadron domains,Mike Suszek,07.28.2013,Disney's LucasFilm recently registered two dozen domains related to an as-yet-unannounced project... ,https://search.engadget.com/click/_ylt=AwrFQJwHje1jdEQTrRl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541320/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-07-28-disney-registers-some-star-wars-attack-squadron-domains.html/RK=2/RS=UsUJVn6YH6UD_Zi5a86EafqvHsI-
One Shots: Peering over the edge,Justin Olivetti,07.28.2013,Did Cyberpunkhobo know that he was establishing himself as my lifelong enemy by the very act of this... ,https://search.engadget.com/click/_ylt=AwrFQJwHje1jdEQTrxl8BWVH;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Nj/RV=2/RE=1676541320/RO=10/RU=https%3a%2f%2fwww.engadget.com%2f2013-07-28-one-shots-peering-over-the-edge.html/RK=2/RS=rQqgxV3R.q6ERfKEpDPq9YUOY8A-
